Model,Class,Size,Repeat,Accuracy
TAN,1,32,19,0.9545454545454546
TAN,2,32,19,0.020202020202020204
TAN,3,32,19,0.2710843373493976
TAN,4,32,19,0.26
TAN,5,32,19,0.45625
TAN,6,32,19,0.6941176470588235
TAN,7,32,19,0.4489795918367347
TAN,8,32,19,0.572289156626506
TAN,9,32,19,0.4745762711864407
Logistic,0,32,19,0.4596100278551532
Logistic,1,32,19,0.8825757575757576
Logistic,2,32,19,0.22727272727272727
Logistic,3,32,19,0.21686746987951808
Logistic,4,32,19,0.335
Logistic,5,32,19,0.025
Logistic,6,32,19,0.1588235294117647
Logistic,7,32,19,0.2653061224489796
Logistic,8,32,19,0.08433734939759036
Logistic,9,32,19,0.11864406779661017
Logistic TAN,0,32,19,0.532033426183844
Logistic TAN,1,32,19,0.9015151515151515
Logistic TAN,2,32,19,0.22727272727272727
Logistic TAN,3,32,19,0.1927710843373494
Logistic TAN,4,32,19,0.17
Logistic TAN,5,32,19,0.21875
Logistic TAN,6,32,19,0.15294117647058825
Logistic TAN,7,32,19,0.17006802721088435
Logistic TAN,8,32,19,0.04216867469879518
Logistic TAN,9,32,19,0.11864406779661017
NB,0,32,20,0.8523676880222841
NB,1,32,20,0.9810606060606061
NB,2,32,20,0.4292929292929293
NB,3,32,20,0.6385542168674698
NB,4,32,20,0.655
NB,5,32,20,0.15625
NB,6,32,20,0.7058823529411765
NB,7,32,20,0.3877551020408163
NB,8,32,20,0.13855421686746988
NB,9,32,20,0.8248587570621468
TAN,0,32,20,0.5682451253481894
TAN,1,32,20,0.9886363636363636
TAN,2,32,20,0.3383838383838384
TAN,3,32,20,0.3855421686746988
TAN,4,32,20,0.51
TAN,5,32,20,0.31875
TAN,6,32,20,0.6882352941176471
TAN,7,32,20,0.5714285714285714
TAN,8,32,20,0.21084337349397592
TAN,9,32,20,0.559322033898305
Logistic,0,32,20,0.5041782729805014
Logistic,1,32,20,0.9128787878787878
Logistic,2,32,20,0.12121212121212122
Logistic,3,32,20,0.09036144578313253
Logistic,4,32,20,0.145
Logistic,5,32,20,0.11875
Logistic,6,32,20,0.20588235294117646
Logistic,7,32,20,0.17006802721088435
Logistic,8,32,20,0.12650602409638553
Logistic,9,32,20,0.288135593220339
Logistic TAN,0,32,20,0.5264623955431755
Logistic TAN,1,32,20,0.9166666666666666
Logistic TAN,2,32,20,0.13131313131313133
Logistic TAN,3,32,20,0.0783132530120482
Logistic TAN,4,32,20,0.145
Logistic TAN,5,32,20,0.1125
Logistic TAN,6,32,20,0.18823529411764706
Logistic TAN,7,32,20,0.3197278911564626
Logistic TAN,8,32,20,0.13855421686746988
Logistic TAN,9,32,20,0.24293785310734464
NB,0,32,21,0.9108635097493036
NB,1,32,21,0.9848484848484849
NB,2,32,21,0.6666666666666666
NB,3,32,21,0.6987951807228916
NB,4,32,21,0.71
NB,5,32,21,0.08125
NB,6,32,21,0.43529411764705883
NB,7,32,21,0.4557823129251701
NB,8,32,21,0.18674698795180722
NB,9,32,21,0.5254237288135594
TAN,0,32,21,0.3732590529247911
TAN,1,32,21,0.9886363636363636
TAN,2,32,21,0.2222222222222222
TAN,3,32,21,0.5783132530120482
TAN,4,32,21,0.58
TAN,5,32,21,0.04375
TAN,6,32,21,0.6058823529411764
TAN,7,32,21,0.30612244897959184
TAN,8,32,21,0.536144578313253
TAN,9,32,21,0.5254237288135594
Logistic,0,32,21,0.22284122562674094
Logistic,1,32,21,0.8674242424242424
Logistic,2,32,21,0.1717171717171717
Logistic,3,32,21,0.16265060240963855
Logistic,4,32,21,0.37
Logistic,5,32,21,0.125
Logistic,6,32,21,0.1411764705882353
Logistic,7,32,21,0.10884353741496598
Logistic,8,32,21,0.15060240963855423
Logistic,9,32,21,0.192090395480226
Logistic TAN,0,32,21,0.11420612813370473
Logistic TAN,1,32,21,0.9659090909090909
Logistic TAN,2,32,21,0.29797979797979796
Logistic TAN,3,32,21,0.15060240963855423
Logistic TAN,4,32,21,0.3
Logistic TAN,5,32,21,0.075
Logistic TAN,6,32,21,0.5117647058823529
Logistic TAN,7,32,21,0.07482993197278912
Logistic TAN,8,32,21,0.10843373493975904
Logistic TAN,9,32,21,0.2033898305084746
NB,0,32,22,0.7688022284122563
NB,1,32,22,0.9772727272727273
NB,2,32,22,0.7676767676767676
NB,3,32,22,0.7831325301204819
NB,4,32,22,0.59
NB,5,32,22,0.25625
NB,6,32,22,0.7941176470588235
NB,7,32,22,0.8843537414965986
NB,8,32,22,0.3433734939759036
NB,9,32,22,0.2598870056497175
TAN,0,32,22,0.6406685236768802
TAN,1,32,22,0.9886363636363636
TAN,2,32,22,0.24242424242424243
TAN,3,32,22,0.6204819277108434
TAN,4,32,22,0.335
TAN,5,32,22,0.34375
TAN,6,32,22,0.5470588235294118
TAN,7,32,22,0.6054421768707483
TAN,8,32,22,0.3795180722891566
TAN,9,32,22,0.3107344632768362
Logistic,0,32,22,0.32590529247910865
Logistic,1,32,22,0.9128787878787878
Logistic,2,32,22,0.16161616161616163
Logistic,3,32,22,0.15060240963855423
Logistic,4,32,22,0.125
Logistic,5,32,22,0.15
Logistic,6,32,22,0.23529411764705882
Logistic,7,32,22,0.2585034013605442
Logistic,8,32,22,0.13855421686746988
Logistic,9,32,22,0.12994350282485875
Logistic TAN,0,32,22,0.3231197771587744
Logistic TAN,1,32,22,0.9166666666666666
Logistic TAN,2,32,22,0.3787878787878788
Logistic TAN,3,32,22,0.12048192771084337
Logistic TAN,4,32,22,0.12
Logistic TAN,5,32,22,0.0625
Logistic TAN,6,32,22,0.2235294117647059
Logistic TAN,7,32,22,0.22448979591836735
Logistic TAN,8,32,22,0.0783132530120482
Logistic TAN,9,32,22,0.11864406779661017
NB,0,32,23,0.766016713091922
NB,1,32,23,0.9848484848484849
NB,2,32,23,0.8686868686868687
NB,3,32,23,0.5240963855421686
NB,4,32,23,0.45
NB,5,32,23,0.35625
NB,6,32,23,0.8058823529411765
NB,7,32,23,0.7210884353741497
NB,8,32,23,0.20481927710843373
NB,9,32,23,0.7175141242937854
TAN,0,32,23,0.7465181058495822
TAN,1,32,23,0.9848484848484849
TAN,2,32,23,0.10606060606060606
TAN,3,32,23,0.42771084337349397
TAN,4,32,23,0.355
TAN,5,32,23,0.41875
TAN,6,32,23,0.5941176470588235
TAN,7,32,23,0.8707482993197279
TAN,8,32,23,0.2289156626506024
TAN,9,32,23,0.4180790960451977
Logistic,0,32,23,0.5598885793871866
Logistic,1,32,23,0.9128787878787878
Logistic,2,32,23,0.29292929292929293
Logistic,3,32,23,0.03614457831325301
Logistic,4,32,23,0.185
Logistic,5,32,23,0.075
Logistic,6,32,23,0.23529411764705882
Logistic,7,32,23,0.12244897959183673
Logistic,8,32,23,0.09036144578313253
Logistic,9,32,23,0.2937853107344633
Logistic TAN,0,32,23,0.5738161559888579
Logistic TAN,1,32,23,0.9734848484848485
Logistic TAN,2,32,23,0.2222222222222222
Logistic TAN,3,32,23,0.03614457831325301
Logistic TAN,4,32,23,0.125
Logistic TAN,5,32,23,0.025
Logistic TAN,6,32,23,0.28823529411764703
Logistic TAN,7,32,23,0.10884353741496598
Logistic TAN,8,32,23,0.1144578313253012
Logistic TAN,9,32,23,0.4632768361581921
NB,0,32,24,0.9498607242339833
NB,1,32,24,0.9583333333333334
NB,2,32,24,0.4595959595959596
NB,3,32,24,0.5963855421686747
NB,4,32,24,0.715
NB,5,32,24,0.275
NB,6,32,24,0.6176470588235294
NB,7,32,24,0.7006802721088435
NB,8,32,24,0.39759036144578314
NB,9,32,24,0.6666666666666666
TAN,0,32,24,0.38997214484679665
TAN,1,32,24,0.9734848484848485
TAN,2,32,24,0.15656565656565657
TAN,3,32,24,0.3253012048192771
TAN,4,32,24,0.425
TAN,5,32,24,0.24375
TAN,6,32,24,0.7411764705882353
TAN,7,32,24,0.7346938775510204
TAN,8,32,24,0.4879518072289157
TAN,9,32,24,0.6271186440677966
Logistic,0,32,24,0.3342618384401114
Logistic,1,32,24,0.6742424242424242
Logistic,2,32,24,0.11616161616161616
Logistic,3,32,24,0.14457831325301204
Logistic,4,32,24,0.265
Logistic,5,32,24,0.09375
Logistic,6,32,24,0.21764705882352942
Logistic,7,32,24,0.25170068027210885
Logistic,8,32,24,0.03614457831325301
Logistic,9,32,24,0.288135593220339
Logistic TAN,0,32,24,0.22284122562674094
Logistic TAN,1,32,24,0.9545454545454546
Logistic TAN,2,32,24,0.16666666666666666
Logistic TAN,3,32,24,0.13855421686746988
Logistic TAN,4,32,24,0.285
Logistic TAN,5,32,24,0.1375
Logistic TAN,6,32,24,0.29411764705882354
Logistic TAN,7,32,24,0.3741496598639456
Logistic TAN,8,32,24,0.21084337349397592
Logistic TAN,9,32,24,0.2598870056497175
NB,0,32,25,0.8774373259052924
NB,1,32,25,0.9659090909090909
NB,2,32,25,0.3282828282828283
NB,3,32,25,0.572289156626506
NB,4,32,25,0.61
NB,5,32,25,0.175
NB,6,32,25,0.8352941176470589
NB,7,32,25,0.8571428571428571
NB,8,32,25,0.26506024096385544
NB,9,32,25,0.655367231638418
TAN,0,32,25,0.6880222841225627
TAN,1,32,25,0.9848484848484849
TAN,2,32,25,0.1111111111111111
TAN,3,32,25,0.3192771084337349
TAN,4,32,25,0.345
TAN,5,32,25,0.6125
TAN,6,32,25,0.3764705882352941
TAN,7,32,25,0.7891156462585034
TAN,8,32,25,0.3072289156626506
TAN,9,32,25,0.4293785310734463
Logistic,0,32,25,0.362116991643454
Logistic,1,32,25,0.9356060606060606
Logistic,2,32,25,0.2222222222222222
Logistic,3,32,25,0.16265060240963855
Logistic,4,32,25,0.38
Logistic,5,32,25,0.025
Logistic,6,32,25,0.17647058823529413
Logistic,7,32,25,0.1836734693877551
Logistic,8,32,25,0.0963855421686747
Logistic,9,32,25,0.24858757062146894
Logistic TAN,0,32,25,0.4623955431754875
Logistic TAN,1,32,25,0.8446969696969697
Logistic TAN,2,32,25,0.2676767676767677
Logistic TAN,3,32,25,0.1927710843373494
Logistic TAN,4,32,25,0.26
Logistic TAN,5,32,25,0.025
Logistic TAN,6,32,25,0.18823529411764706
Logistic TAN,7,32,25,0.21768707482993196
Logistic TAN,8,32,25,0.1927710843373494
Logistic TAN,9,32,25,0.1977401129943503
NB,0,32,26,0.7381615598885793
NB,1,32,26,0.9393939393939394
NB,2,32,26,0.6616161616161617
NB,3,32,26,0.8554216867469879
NB,4,32,26,0.355
NB,5,32,26,0.19375
NB,6,32,26,0.8294117647058824
NB,7,32,26,0.8707482993197279
NB,8,32,26,0.30120481927710846
NB,9,32,26,0.519774011299435
TAN,0,32,26,0.7019498607242339
TAN,1,32,26,0.9583333333333334
TAN,2,32,26,0.15151515151515152
TAN,3,32,26,0.4939759036144578
TAN,4,32,26,0.165
TAN,5,32,26,0.58125
TAN,6,32,26,0.7058823529411765
TAN,7,32,26,0.782312925170068
TAN,8,32,26,0.3855421686746988
TAN,9,32,26,0.21468926553672316
Logistic,0,32,26,0.3955431754874652
Logistic,1,32,26,0.5151515151515151
Logistic,2,32,26,0.09595959595959595
Logistic,3,32,26,0.1686746987951807
Logistic,4,32,26,0.165
Logistic,5,32,26,0.1875
Logistic,6,32,26,0.3411764705882353
Logistic,7,32,26,0.3945578231292517
Logistic,8,32,26,0.04819277108433735
Logistic,9,32,26,0.21468926553672316
Logistic TAN,0,32,26,0.4456824512534819
Logistic TAN,1,32,26,0.45454545454545453
Logistic TAN,2,32,26,0.11616161616161616
Logistic TAN,3,32,26,0.1927710843373494
Logistic TAN,4,32,26,0.11
Logistic TAN,5,32,26,0.23125
Logistic TAN,6,32,26,0.18823529411764706
Logistic TAN,7,32,26,0.3945578231292517
Logistic TAN,8,32,26,0.06626506024096386
Logistic TAN,9,32,26,0.24858757062146894
NB,0,32,27,0.9665738161559888
NB,1,32,27,0.9734848484848485
NB,2,32,27,0.51010101010101
NB,3,32,27,0.5
NB,4,32,27,0.575
NB,5,32,27,0.2625
NB,6,32,27,0.5705882352941176
NB,7,32,27,0.673469387755102
NB,8,32,27,0.3855421686746988
NB,9,32,27,0.6836158192090396
TAN,0,32,27,0.4456824512534819
TAN,1,32,27,0.9848484848484849
TAN,2,32,27,0.20707070707070707
TAN,3,32,27,0.14457831325301204
TAN,4,32,27,0.415
TAN,5,32,27,0.69375
TAN,6,32,27,0.31176470588235294
TAN,7,32,27,0.6598639455782312
TAN,8,32,27,0.536144578313253
TAN,9,32,27,0.5141242937853108
Logistic,0,32,27,0.45403899721448465
Logistic,1,32,27,0.7348484848484849
Logistic,2,32,27,0.17676767676767677
Logistic,3,32,27,0.1144578313253012
Logistic,4,32,27,0.11
Logistic,5,32,27,0.10625
Logistic,6,32,27,0.13529411764705881
Logistic,7,32,27,0.32653061224489793
Logistic,8,32,27,0.05421686746987952
Logistic,9,32,27,0.14124293785310735
Logistic TAN,0,32,27,0.6044568245125348
Logistic TAN,1,32,27,0.7234848484848485
Logistic TAN,2,32,27,0.41414141414141414
Logistic TAN,3,32,27,0.06626506024096386
Logistic TAN,4,32,27,0.07
Logistic TAN,5,32,27,0.1
Logistic TAN,6,32,27,0.1411764705882353
Logistic TAN,7,32,27,0.23809523809523808
Logistic TAN,8,32,27,0.06626506024096386
Logistic TAN,9,32,27,0.14689265536723164
NB,0,32,28,0.9554317548746518
NB,1,32,28,0.9583333333333334
NB,2,32,28,0.5353535353535354
NB,3,32,28,0.5060240963855421
NB,4,32,28,0.145
NB,5,32,28,0.18125
NB,6,32,28,0.6647058823529411
NB,7,32,28,0.891156462585034
NB,8,32,28,0.35542168674698793
NB,9,32,28,0.5310734463276836
TAN,0,32,28,0.6740947075208914
TAN,1,32,28,0.9772727272727273
TAN,2,32,28,0.18686868686868688
TAN,3,32,28,0.14457831325301204
TAN,4,32,28,0.155
TAN,5,32,28,0.48125
TAN,6,32,28,0.611764705882353
TAN,7,32,28,0.7210884353741497
TAN,8,32,28,0.3795180722891566
TAN,9,32,28,0.5254237288135594
Logistic,0,32,28,0.415041782729805
Logistic,1,32,28,0.9318181818181818
Logistic,2,32,28,0.10606060606060606
Logistic,3,32,28,0.14457831325301204
Logistic,4,32,28,0.195
Logistic,5,32,28,0.06875
Logistic,6,32,28,0.08823529411764706
Logistic,7,32,28,0.272108843537415
Logistic,8,32,28,0.07228915662650602
Logistic,9,32,28,0.1977401129943503
Logistic TAN,0,32,28,0.39275766016713093
Logistic TAN,1,32,28,0.8712121212121212
Logistic TAN,2,32,28,0.16666666666666666
Logistic TAN,3,32,28,0.1566265060240964
Logistic TAN,4,32,28,0.15
Logistic TAN,5,32,28,0.06875
Logistic TAN,6,32,28,0.10588235294117647
Logistic TAN,7,32,28,0.42857142857142855
Logistic TAN,8,32,28,0.18072289156626506
Logistic TAN,9,32,28,0.20903954802259886
NB,0,32,29,0.6908077994428969
NB,1,32,29,0.9696969696969697
NB,2,32,29,0.5151515151515151
NB,3,32,29,0.6746987951807228
NB,4,32,29,0.31
NB,5,32,29,0.25625
NB,6,32,29,0.8
NB,7,32,29,0.7619047619047619
NB,8,32,29,0.35542168674698793
NB,9,32,29,0.5988700564971752
TAN,0,32,29,0.5292479108635098
TAN,1,32,29,0.9962121212121212
TAN,2,32,29,0.18181818181818182
TAN,3,32,29,0.1927710843373494
TAN,4,32,29,0.185
TAN,5,32,29,0.38125
TAN,6,32,29,0.3176470588235294
TAN,7,32,29,0.6938775510204082
TAN,8,32,29,0.3674698795180723
TAN,9,32,29,0.3785310734463277
Logistic,0,32,29,0.34540389972144847
Logistic,1,32,29,0.8522727272727273
Logistic,2,32,29,0.3383838383838384
Logistic,3,32,29,0.14457831325301204
Logistic,4,32,29,0.265
Logistic,5,32,29,0.075
Logistic,6,32,29,0.17647058823529413
Logistic,7,32,29,0.2108843537414966
Logistic,8,32,29,0.10843373493975904
Logistic,9,32,29,0.11299435028248588
Logistic TAN,0,32,29,0.3426183844011142
Logistic TAN,1,32,29,0.9053030303030303
Logistic TAN,2,32,29,0.3282828282828283
Logistic TAN,3,32,29,0.18072289156626506
Logistic TAN,4,32,29,0.125
Logistic TAN,5,32,29,0.05625
Logistic TAN,6,32,29,0.15294117647058825
Logistic TAN,7,32,29,0.19047619047619047
Logistic TAN,8,32,29,0.10240963855421686
Logistic TAN,9,32,29,0.13559322033898305
NB,0,32,30,0.841225626740947
NB,1,32,30,0.9583333333333334
NB,2,32,30,0.7171717171717171
NB,3,32,30,0.6445783132530121
NB,4,32,30,0.595
NB,5,32,30,0.28125
NB,6,32,30,0.6588235294117647
NB,7,32,30,0.7074829931972789
NB,8,32,30,0.1746987951807229
NB,9,32,30,0.3502824858757062
TAN,0,32,30,0.6545961002785515
TAN,1,32,30,0.9810606060606061
TAN,2,32,30,0.26262626262626265
TAN,3,32,30,0.4397590361445783
TAN,4,32,30,0.595
TAN,5,32,30,0.4125
TAN,6,32,30,0.6294117647058823
TAN,7,32,30,0.6122448979591837
TAN,8,32,30,0.28313253012048195
TAN,9,32,30,0.5254237288135594
Logistic,0,32,30,0.3231197771587744
Logistic,1,32,30,0.8825757575757576
Logistic,2,32,30,0.15656565656565657
Logistic,3,32,30,0.0783132530120482
Logistic,4,32,30,0.225
Logistic,5,32,30,0.1875
Logistic,6,32,30,0.18823529411764706
Logistic,7,32,30,0.11564625850340136
Logistic,8,32,30,0.060240963855421686
Logistic,9,32,30,0.3785310734463277
Logistic TAN,0,32,30,0.49303621169916434
Logistic TAN,1,32,30,0.875
Logistic TAN,2,32,30,0.19696969696969696
Logistic TAN,3,32,30,0.12048192771084337
Logistic TAN,4,32,30,0.16
Logistic TAN,5,32,30,0.29375
Logistic TAN,6,32,30,0.25882352941176473
Logistic TAN,7,32,30,0.14285714285714285
Logistic TAN,8,32,30,0.07228915662650602
Logistic TAN,9,32,30,0.24858757062146894
NB,0,32,31,0.841225626740947
NB,1,32,31,0.9583333333333334
NB,2,32,31,0.8080808080808081
NB,3,32,31,0.4819277108433735
NB,4,32,31,0.325
NB,5,32,31,0.45
NB,6,32,31,0.38823529411764707
NB,7,32,31,0.7142857142857143
NB,8,32,31,0.3313253012048193
NB,9,32,31,0.5875706214689266
TAN,0,32,31,0.5543175487465181
TAN,1,32,31,0.9810606060606061
TAN,2,32,31,0.16666666666666666
TAN,3,32,31,0.20481927710843373
TAN,4,32,31,0.415
TAN,5,32,31,0.48125
TAN,6,32,31,0.5352941176470588
TAN,7,32,31,0.5986394557823129
TAN,8,32,31,0.42168674698795183
TAN,9,32,31,0.4745762711864407
Logistic,0,32,31,0.20055710306406685
Logistic,1,32,31,0.48863636363636365
Logistic,2,32,31,0.2777777777777778
Logistic,3,32,31,0.13253012048192772
Logistic,4,32,31,0.165
Logistic,5,32,31,0.13125
Logistic,6,32,31,0.12941176470588237
Logistic,7,32,31,0.10204081632653061
Logistic,8,32,31,0.018072289156626505
Logistic,9,32,31,0.096045197740113
Logistic TAN,0,32,31,0.3565459610027855
Logistic TAN,1,32,31,0.7765151515151515
Logistic TAN,2,32,31,0.20707070707070707
Logistic TAN,3,32,31,0.1686746987951807
Logistic TAN,4,32,31,0.23
Logistic TAN,5,32,31,0.15625
Logistic TAN,6,32,31,0.2
Logistic TAN,7,32,31,0.1360544217687075
Logistic TAN,8,32,31,0.030120481927710843
Logistic TAN,9,32,31,0.1016949152542373
NB,0,32,32,0.8997214484679665
NB,1,32,32,0.8712121212121212
NB,2,32,32,0.6111111111111112
NB,3,32,32,0.6325301204819277
NB,4,32,32,0.43
NB,5,32,32,0.3625
NB,6,32,32,0.38823529411764707
NB,7,32,32,0.54421768707483
NB,8,32,32,0.12650602409638553
NB,9,32,32,0.7570621468926554
TAN,0,32,32,0.4735376044568245
TAN,1,32,32,0.928030303030303
TAN,2,32,32,0.2222222222222222
TAN,3,32,32,0.6385542168674698
TAN,4,32,32,0.15
TAN,5,32,32,0.41875
TAN,6,32,32,0.24705882352941178
TAN,7,32,32,0.5374149659863946
TAN,8,32,32,0.08433734939759036
TAN,9,32,32,0.632768361581921
Logistic,0,32,32,0.29526462395543174
Logistic,1,32,32,0.6136363636363636
Logistic,2,32,32,0.21212121212121213
Logistic,3,32,32,0.14457831325301204
Logistic,4,32,32,0.045
Logistic,5,32,32,0.11875
Logistic,6,32,32,0.21176470588235294
Logistic,7,32,32,0.272108843537415
Logistic,8,32,32,0.0963855421686747
Logistic,9,32,32,0.288135593220339
Logistic TAN,0,32,32,0.39275766016713093
Logistic TAN,1,32,32,0.5227272727272727
Logistic TAN,2,32,32,0.1414141414141414
Logistic TAN,3,32,32,0.10843373493975904
Logistic TAN,4,32,32,0.105
Logistic TAN,5,32,32,0.1375
Logistic TAN,6,32,32,0.20588235294117646
Logistic TAN,7,32,32,0.3197278911564626
Logistic TAN,8,32,32,0.07228915662650602
Logistic TAN,9,32,32,0.3107344632768362
NB,0,32,33,0.841225626740947
NB,1,32,33,0.9810606060606061
NB,2,32,33,0.48484848484848486
NB,3,32,33,0.5662650602409639
NB,4,32,33,0.54
NB,5,32,33,0.28125
NB,6,32,33,0.7058823529411765
NB,7,32,33,0.7619047619047619
NB,8,32,33,0.3132530120481928
NB,9,32,33,0.711864406779661
TAN,0,32,33,0.724233983286908
TAN,1,32,33,0.9886363636363636
TAN,2,32,33,0.12121212121212122
TAN,3,32,33,0.15060240963855423
TAN,4,32,33,0.515
TAN,5,32,33,0.63125
TAN,6,32,33,0.4411764705882353
TAN,7,32,33,0.7755102040816326
TAN,8,32,33,0.16265060240963855
TAN,9,32,33,0.5649717514124294
Logistic,0,32,33,0.7270194986072424
Logistic,1,32,33,0.9166666666666666
Logistic,2,32,33,0.12121212121212122
Logistic,3,32,33,0.19879518072289157
Logistic,4,32,33,0.185
Logistic,5,32,33,0.1
Logistic,6,32,33,0.2235294117647059
Logistic,7,32,33,0.2857142857142857
Logistic,8,32,33,0.13253012048192772
Logistic,9,32,33,0.4350282485875706
Logistic TAN,0,32,33,0.5403899721448467
Logistic TAN,1,32,33,0.8825757575757576
Logistic TAN,2,32,33,0.13636363636363635
Logistic TAN,3,32,33,0.18674698795180722
Logistic TAN,4,32,33,0.245
Logistic TAN,5,32,33,0.11875
Logistic TAN,6,32,33,0.2823529411764706
Logistic TAN,7,32,33,0.32653061224489793
Logistic TAN,8,32,33,0.13253012048192772
Logistic TAN,9,32,33,0.2824858757062147
NB,0,32,34,0.9108635097493036
NB,1,32,34,0.9583333333333334
NB,2,32,34,0.3838383838383838
NB,3,32,34,0.5240963855421686
NB,4,32,34,0.735
NB,5,32,34,0.275
NB,6,32,34,0.5529411764705883
NB,7,32,34,0.6870748299319728
NB,8,32,34,0.37349397590361444
NB,9,32,34,0.3615819209039548
TAN,0,32,34,0.5905292479108635
TAN,1,32,34,0.9924242424242424
TAN,2,32,34,0.10606060606060606
TAN,3,32,34,0.25301204819277107
TAN,4,32,34,0.43
TAN,5,32,34,0.2125
TAN,6,32,34,0.4235294117647059
TAN,7,32,34,0.782312925170068
TAN,8,32,34,0.6385542168674698
TAN,9,32,34,0.14689265536723164
Logistic,0,32,34,0.4568245125348189
Logistic,1,32,34,0.7462121212121212
Logistic,2,32,34,0.045454545454545456
Logistic,3,32,34,0.13253012048192772
Logistic,4,32,34,0.12
Logistic,5,32,34,0.09375
Logistic,6,32,34,0.1411764705882353
Logistic,7,32,34,0.11564625850340136
Logistic,8,32,34,0.14457831325301204
Logistic,9,32,34,0.1751412429378531
Logistic TAN,0,32,34,0.41225626740947074
Logistic TAN,1,32,34,0.8712121212121212
Logistic TAN,2,32,34,0.1717171717171717
Logistic TAN,3,32,34,0.13253012048192772
Logistic TAN,4,32,34,0.075
Logistic TAN,5,32,34,0.1
Logistic TAN,6,32,34,0.23529411764705882
Logistic TAN,7,32,34,0.2108843537414966
Logistic TAN,8,32,34,0.0783132530120482
Logistic TAN,9,32,34,0.192090395480226
NB,0,32,35,0.9164345403899722
NB,1,32,35,0.9810606060606061
NB,2,32,35,0.7222222222222222
NB,3,32,35,0.30120481927710846
NB,4,32,35,0.355
NB,5,32,35,0.2625
NB,6,32,35,0.6764705882352942
NB,7,32,35,0.8027210884353742
NB,8,32,35,0.2710843373493976
NB,9,32,35,0.6384180790960452
TAN,0,32,35,0.6573816155988857
TAN,1,32,35,0.9734848484848485
TAN,2,32,35,0.3686868686868687
TAN,3,32,35,0.3132530120481928
TAN,4,32,35,0.17
TAN,5,32,35,0.45
TAN,6,32,35,0.7705882352941177
TAN,7,32,35,0.5986394557823129
TAN,8,32,35,0.3855421686746988
TAN,9,32,35,0.4745762711864407
Logistic,0,32,35,0.5264623955431755
Logistic,1,32,35,0.928030303030303
Logistic,2,32,35,0.19696969696969696
Logistic,3,32,35,0.1144578313253012
Logistic,4,32,35,0.13
Logistic,5,32,35,0.2125
Logistic,6,32,35,0.17647058823529413
Logistic,7,32,35,0.06802721088435375
Logistic,8,32,35,0.1566265060240964
Logistic,9,32,35,0.2655367231638418
Logistic TAN,0,32,35,0.37047353760445684
Logistic TAN,1,32,35,0.9053030303030303
Logistic TAN,2,32,35,0.11616161616161616
Logistic TAN,3,32,35,0.19879518072289157
Logistic TAN,4,32,35,0.19
Logistic TAN,5,32,35,0.14375
Logistic TAN,6,32,35,0.20588235294117646
Logistic TAN,7,32,35,0.08843537414965986
Logistic TAN,8,32,35,0.16265060240963855
Logistic TAN,9,32,35,0.2768361581920904
NB,0,32,36,0.8022284122562674
NB,1,32,36,0.9810606060606061
NB,2,32,36,0.5656565656565656
NB,3,32,36,0.5963855421686747
NB,4,32,36,0.53
NB,5,32,36,0.46875
NB,6,32,36,0.5294117647058824
NB,7,32,36,0.7687074829931972
NB,8,32,36,0.5
NB,9,32,36,0.6101694915254238
TAN,0,32,36,0.5877437325905293
TAN,1,32,36,0.9848484848484849
TAN,2,32,36,0.3181818181818182
TAN,3,32,36,0.5180722891566265
TAN,4,32,36,0.565
TAN,5,32,36,0.36875
TAN,6,32,36,0.5588235294117647
TAN,7,32,36,0.5170068027210885
TAN,8,32,36,0.4879518072289157
TAN,9,32,36,0.576271186440678
Logistic,0,32,36,0.5097493036211699
Logistic,1,32,36,0.9356060606060606
Logistic,2,32,36,0.26262626262626265
Logistic,3,32,36,0.2710843373493976
Logistic,4,32,36,0.255
Logistic,5,32,36,0.15
Logistic,6,32,36,0.11764705882352941
